question_id,answer
1000086164,Australia
1000086165,Five
1000086166,Auf Wiedersehen Pet
1000086167,Heart
1000086168,Michael Stich
1000086169,Volcanoes
1000086170,King George I
1000086171,The Bridge on the River Kwai
1000086172,Elizabeth Barrett Browning
1000086173,Fish
1000086174,Venus
1000086175,Bleak House
1000086176,Silver
1000086177,River Nene
1000086178,February
1000086179,Ohio
1000086180,Seven
1000086181,York
1000086182,Ireland
1000086183,July
1000086184,Freedom
1000086185,Blue
1000086186,Manchester
1000086187,19 years
1000086188,Royal Troon
1000086189,Wales
1000086190,Train
1000086191,Neil Kinnock
1000086192,Kidneys
1000086193,Cornwall
1000086194,Brussels
1000086195,Atlantic Ocean
1000086196,48
1000086197,Checkpoint Charlie
1000086198,1991
1000086199,Ukraine
1000086200,European Economic Community (EEC)
1000086201,United Kingdom
1000086202,Hungary
1000086203,Ireland
1000086204,Bedser
1000086205,Blue
1000086206,Nightingales
1000086207,Australia
1000086208,One thousand
1000086209,Canada
1000086210,Wings
1000086211,Boardwalk
1000086212,Tintagel Castle
1000086213,Tennessee
1000086214,Dog
1000086215,Clara Barley
1000086216,Boar
1000086217,Seabiscuit
1000086218,Larkhall
1000086219,Bradley Wiggins
1000086220,Skyfall
1000086221,Canada
1000086222,High jump
1000086223,Stephen King
1000086224,Four
1000086225,Joe Versus the Volcano
1000086226,Basketball
1000086227,Peter Pan
1000086228,Men
1000086229,Diagonally
1000086230,Application
1000086231,Three
1000086232,James
1000086233,One Fine Day
1000086234,Bear Grylls
1000086235,Cardiff
1000086236,Elf
1000086237,Tuesday
1000086238,Bob Newhart
1000086239,Insanity
1000086240,Yorkshire
1000086241,Lynsey de Paul
1000086242,I Want To Know What Love Is
1000086243,Yellow
1000086244,Ian Brown
1000086245,Breaking Bad
1000086246,Yorick
1000086247,Oberammergau
1000086248,Bette Midler
1000086249,Franklin D Roosevelt
1000086250,Helen Mirren
1000086251,Oxford University
1000086252,Billy Elliot
1000086253,Hair
1000086254,George Bernard Shaw
1000086255,Godot
1000086256,London Palladium
1000086257,Moulin Rouge
1000086258,Ten
1000086259,Curtain
1000086260,The Rocky Horror Picture Show
1000086261,February
1000086262,"No, No, Nanette"
1000086263,Kelly McGillis
1000086264,Landscapes
1000086265,Potato
1000086266,American War of Independence
1000086267,Max Bygraves
1000086268,Neil Kinnock
1000086269,Spain
1000086270,Neil Armstrong
1000086271,Ask the Family
1000086272,Scotland
1000086273,Barings Bank
1000086274,Kidneys
1000086275,Parry
1000086276,William
1000086277,Lyme Regis
1000086278,March
1000086279,Dr Crippen
1000086280,Surrey
1000086281,Collier
1000086282,Star
1000086283,Herring
1000086284,Inverness
1000086285,Hank Wangford
1000086286,Portugal
1000086287,Ireland
1000086288,Pepper
1000086289,27
1000086290,Head
1000086291,Amanda Barrie
1000086292,King Edward VII
1000086293,Carabiner
1000086294,1972
1000086295,Australia
1000086296,Isle of Wight
1000086297,Sir John Vanbrugh
1000086298,Electronic Breathalyser
1000086299,Essex
1000086300,Great Expectations
1000086301,Andy Capp
1000086302,Lyndon B Johnson
1000086303,Loki
1000086304,William Shakespeare
1000086305,Red
1000086306,Blue
1000086307,Black
1000086308,Yellow
1000086309,Gold
1000086310,Green
1000086311,Lily the Pink
1000086312,Rooster
1000086313,Purple
1000086314,Red
1000086315,Neil Diamond
1000086316,Justin Bieber
1000086317,Orange
1000086318,Brown
1000086319,October
1000086320,Maxwell
1000086321,The Toronto Blue Jays
1000086322,Jack Lang
1000086323,Sylvia Anderson
1000086324,Carbon
1000086325,South Africa
1000086326,Herman Melville
1000086327,Citric acid
1000086328,Potato
1000086329,Billy Connelly
1000086330,Gorilla
1000086331,November
1000086332,Austin (Mini) Metro
1000086333,Yves St Laurent
1000086334,Tallahasee
1000086335,Sylvester Stallone
1000086336,Fred
1000086337,Edward Lear
1000086338,Furio Giunta
1000086339,Japan
1000086340,Pakistan
1000086341,Borneo
1000086342,Cryptozoology
1000086343,Sweden
1000086344,King George IV
1000086345,South America
1000086346,Mavis Cruet
1000086347,Israel
1000086348,Dolly Parton
1000086349,P
1000086350,Bedfordshire
1000086351,Fish
1000086352,Thailand
1000086353,Eros
1000086354,Summers
1000086355,Food
1000086356,Jamaica
1000086357,Rectangular
1000086358,Apple
1000086359,The Night of the Hunter
1000086360,Misericord
1000086361,Leonardo DiCaprio
1000086362,Lemon
1000086363,Timor
1000086364,Poland
1000086365,Sir Walter Scott
1000086366,Professor Albus Dumbledore
1000086367,Lynryd Skynyrd
1000086368,Italy
1000086369,A Beautiful Mind
1000086370,Honeysuckle
1000086371,Winds
1000086372,Robin Williams
1000086373,Fiji
1000086374,Faggots
1000086375,Martha
1000086376,Kent
1000086377,Alexandra Mary
1000086378,Apricot
1000086379,Bottom
1000086380,Nettle
1000086381,Button Moon
1000086382,Truman Capote
1000086383,Lancashire
1000086384,American Dad
1000086385,The Magic Flute
1000086386,The Marine Pavilion
1000086387,Suffolk
1000086388,Bird
1000086389,Davy Jones
1000086390,Head
1000086391,Montana
1000086392,Canada
1000086393,Polar Bear
1000086394,Beef
1000086395,Keith Richards
1000086396,Finchley
1000086397,Fire extinguisher
1000086398,Vietnam
1000086399,Syria
1000086400,Yoga
1000086401,Lizzy Calvert
1000086402,First cousin
1000086403,Ethiopia
1000086404,Game of Thrones
1000086405,Carmen
1000086406,Cashew
1000086407,Bottomless Pit
1000086408,Spice Girls
1000086409,Lava
1000086410,Charles Dickens
1000086411,One Flew Over the Cuckoos Nest
1000086412,Eddie
1000086413,30
1000086414,The Dandy
1000086415,Inspector Jacques Clouseau
1000086416,Garden
1000086417,Captain Marvel
1000086418,Tomato
1000086419,Buckingham
1000086420,H G Wells
1000086421,Chilblain
1000086422,13
1000086423,Quodpot
1000086424,Tutankhamun
1000086425,Sheep
1000086426,Manitoba
1000086427,Alfredo
1000086428,1978
1000086429,One
1000086430,Jupiter
1000086431,Fish
1000086432,The Spectator
1000086433,Mustard
1000086434,Scott and Charlene
1000086435,Tiger Bay
1000086436,Barack Obama
1000086437,Seoul
1000086438,Glasgow
1000086439,Cat
1000086440,Joint
1000086441,Ethiopia
1000086442,Denmark
1000086443,Saint Paul
1000086444,Shelton
1000086445,Egypt
1000086446,Orange
1000086447,Fish
1000086448,Earth
1000086449,Brazil
1000086450,Tesla Motors Inc
1000086451,River Sheaf
1000086452,Egg foo yung
1000086453,Paula Yates
1000086454,Kuwait City
1000086455,Snowdrop
1000086456,Warsaw
1000086457,Steel
1000086458,Trains
1000086459,John F Kennedy
1000086460,Monkey
1000086461,Girl With a Pearl Earring
1000086462,Spanish
1000086463,Carly Simon
1000086464,Luna
1000086465,Saigon
1000086466,Peat
1000086467,Gamma
1000086468,Rowan
1000086469,Italy
1000086470,Sheep
1000086471,Apollo
1000086472,I think therefore I am
1000086473,Porcelain
1000086474,Luftwaffe
1000086475,Green
1000086476,Cresta Run
1000086477,Sable
1000086478,Painted Lady (butterfly)
1000086479,Telescope
1000086480,Convex
1000086481,Crossbow
1000086482,Gold
1000086483,Infrared
1000086484,Greece
1000086485,Copper
1000086486,Ireland
1000086487,Helium
1000086488,radiation
1000086489,Baseball
1000086490,Abraham
1000086491,The A Team
1000086492,Harvey Keitel
1000086493,Marvin
1000086494,Sarah Burton
1000086495,Raisin
1000086496,Robert Pattinson
1000086497,Orange
1000086498,The Sign of Four
1000086499,Enthusiasm
1000086500,The Blue Dragon Inn
1000086501,Monkey
1000086502,Clowns
1000086503,Angie
1000086504,Mikhail Gorbachev
1000086505,Australia
1000086506,Cheese
1000086507,Arsenal FC
1000086508,Fiona Bruce
1000086509,One point
1000086510,January
1000086511,Brazil
1000086512,Philippines
1000086513,Joe Louis
1000086514,Worcester
1000086515,Vomiting
1000086516,Wings
1000086517,Basket weaving
1000086518,Potato
1000086519,Rugby League
1000086520,Ralph Fiennes
1000086521,CHIMNEY
1000086522,SCIENTISTS
1000086523,TONY BLAIR
1000086524,1997
1000086525,BRUNO
1000086526,TIPPI HEDREN
1000086527,IBERIA
1000086528,CAMBRIDGESHIRE
1000086529,WALDO
1000086530,GIMLI
1000086531,LINNET
1000086532,The PENNINES
1000086533,AL CAPONE
1000086534,RONALD SEARLE
1000086535,Squeeze
1000086536,George Bernard Shaw
1000086537,Cycling
1000086538,Trombone
1000086539,Cubism
1000086540,Communist
1000086541,Vanity Fair
1000086542,Touch
1000086543,Cathode
1000086544,James Hewitt
1000086545,Roddy Llewellyn
1000086546,Polders
1000086547,Flat Topped
1000086548,Grace Darling
1000086549,Steppes
1000086550,Prosthetics
1000086551,The Animals
1000086552,Ray Winstone
1000086553,The Green Party
1000086554,William Blake
1000086555,Charles II
1000086556,James II
1000086557,Lancashire
1000086558,Lewes
1000086559,Tim Vine
1000086560,Last Emperor of China
1000086561,Dolphin
1000086562,Auld Lang Syne
1000086563,Italy
1000086564,A Cockerel
1000086565,Birds of a Feather
1000086566,Bubble
1000086567,The Planetarium
1000086568,The Queen Elizabeth II
1000086569,Design
1000086570,Absalom
1000086571,Sweden
1000086572,Cagliari
1000086573,Romania
1000086574,The Spice Girls
1000086575,Javier Bardem
1000086576,Sparta
1000086577,Istanbul
1000086578,University College
1000086579,USA
1000086580,Metropolis
1000086581,Glockenspiel
1000086582,Lord Peter Wimsey
1000086583,Animal behaviour
1000086584,Black Pudding Bertha
1000086585,Jilly Cooper
1000086586,THE OVAL
1000086587,YELLOWSTONE
1000086588,LA SCALA
1000086589,THE JETSONS
1000086590,EAR
1000086591,WORK
1000086592,JOSHUA REYNOLDS
1000086593,RIP VAN WINKLE
1000086594,OVER THE HILLS AND FAR AWAY
1000086595,CLIFFHANGER
1000086596,SINAI
1000086597,SALZBURG
1000086598,Rose Tyler
1000086599,"Cadbury, Rowntree and Fry"
1000086600,Anna Leonowens
1000086601,FA Cup
1000086602,Sydney Harbour
1000086603,Berkley Castle
1000086604,Alexander the Great
1000086605,Washington
1000086606,Whitehall
1000086607,Genoa
1000086608,Lake Garda
1000086609,Straits of Messina
1000086610,Aluminium
1000086611,Carmen Miranda
1000086612,BRONZE
1000086613,June WHITFIELD
1000086614,BILLY BUDD
1000086615,ANTARCTICA
1000086616,BLACK
1000086617,Ian WOOSNAM
1000086618,FISH
1000086619,INSECTIVORA
1000086620,ATOLL
1000086621,CASTAWAY
1000086622,Buckinghamshire
1000086623,Jill Dando
1000086624,The SAS
1000086625,Cockerel
1000086626,Evangelists
1000086627,Canada
1000086628,Cliff Richard
1000086629,The Name of the Rose
1000086630,The Hunt for Red October
1000086631,Cellulose
1000086632,Glaciers
1000086633,Coco Chanel
1000086634,Holyrood House
1000086635,Jo Brand
1000086636,Danzig
1000086637,Wicca
1000086638,Dining
1000086639,Christianity
1000086640,The language Esperanto
1000086641,The Crossword Puzzle
1000086642,Freemasons
1000086643,Kaur
1000086644,Moonies
1000086645,Carbon
1000086646,Barnaby Rudge
1000086647,Benjamin Franklin
1000086648,Don’t Look Now
1000086649,Antrim
1000086650,Last Tango in Halifax
1000086651,1851
1000086652,Amsterdam
1000086653,Tokyo
1000086654,Tahrir Square
1000086655,Bahrain
1000086656,Chemical Ali
1000086657,Sense of Smell
1000086658,Alfredo Di Stefano
1000086659,Angela Merkel
1000086660,Sherlock Holmes
1000086661,Admiral Byng
1000086662,David Copperfield
1000086663,Climb
1000086664,Helena Bonham Carter
1000086665,Jake la Motta
1000086666,The Comedy of Errors
1000086667,Rocky Marciano
1000086668,David Bowie
1000086669,William Gladstone
1000086670,Mandrill
1000086671,The Tempest
1000086672,Dracula
1000086673,Portuguese
1000086674,Malay
1000086675,Khmer
1000086676,Charles Winchester
1000086677,Harry Truman
1000086678,Blade Runner
1000086679,Brigitte Bardot
1000086680,Garotte
1000086681,Nigeria
1000086682,President of the USA
1000086683,Lieutenant Gruber
1000086684,New South Wales
1000086685,Nine of Diamonds
1000086686,Sheffield
1000086687,Aramaic
1000086688,Gin
1000086689,No Stopping
1000086690,La Boheme
1000086691,Debussy
1000086692,Berkshire
1000086693,Belgium
1000086694,Torvill & Dean
1000086695,Educating Rita
1000086696,The SDP
1000086697,New Guinea
1000086698,Parrot
1000086699,Jo Nesbo
1000086700,Peter James
1000086701,Dangerous Davies
1000086702,Achille Lauro
1000086703,Wasabi
1000086704,Brawn
1000086705,Margaret Thatcher
1000086706,Game of Thrones
1000086707,Australia
1000086708,Computer Aided Design
1000086709,Sycamore
1000086710,Bix Beiderbecke
1000086711,Jelly Roll Morton
1000086712,King Oliver
1000086713,Elmer Fudd
1000086714,Fred Flintstone
1000086715,Zebra
1000086716,Elephant
1000086717,Winter Olympics
1000086718,Afghanistan
1000086719,Fabio Capello
1000086720,Helen Gurley Brown
1000086721,Iowa
1000086722,Robert Browning
1000086723,Illinois
1000086724,VENUS
1000086725,MACRAME
1000086726,JIMMY
1000086727,MALI
1000086728,1969
1000086729,BURMESE
1000086730,KOFI ANNAN
1000086731,2007
1000086732,TONY JACKLIN
1000086733,W. B. YEATS
1000086734,MARK CARNEY
1000086735,ANNE NIGHTINGALE
1000086736,GRANDSON
1000086737,YUGOSLAVIA
1000086738,WALKER BROTHERS
1000086739,MONTREAL
1000086740,URALS
1000086741,MADELINE BELL
1000086742,SHOES
1000086743,TUNISIA
1000086744,PETER RABBIT
1000086745,PAUL RYAN
1000086746,KEITH WEST
1000086747,JOE SOUTH
1000086748,FRANCES HODGSON BURNETT
1000086749,MR. McHENRY
1000086750,RENAULT MEGANE
1000086751,USAIN BOLT
1000086752,ARTHUR ASKEY
1000086753,POLYTHENE PAM
1000086754,KENNETH CLARKE
1000086755,FORFAR
1000086756,Sir WILLIAM WALTON
1000086757,FIDDLER ON THE ROOF
1000086758,CUT-THROAT JAKE
1000086759,The MAD HATTER
1000086760,GREAT ORME
1000086761,ERNIE WISE
1000086762,PORT SAID
1000086763,JUDY GARLAND
1000086764,BUDDY HOLLY
1000086765,Card Games
1000086766,Rio de Janeiro
1000086767,Andorra
1000086768,A Computer
1000086769,Cape Fear
1000086770,Orange
1000086771,Sukiyaki
1000086772,The Humblebums
1000086773,The Spinners
1000086774,Dragons Den
1000086775,Gnomon
1000086776,Isle of Man
1000086777,Alton Towers
1000086778,The Voice
1000086779,Godfrey Bloom
1000086780,George Bernard Shaw
1000086781,Cape of Storms
1000086782,Milhouse
1000086783,Chardonnay
1000086784,Tuscany
1000086785,Darius
1000086786,The Firm
1000086787,Paprika
1000086788,Troy
1000086789,Groundhog
1000086790,Chinchilla
1000086791,House of Fun
1000086792,Couchant
1000086793,Achilles
1000086794,Passant
1000086795,Darby and Joan
1000086796,Colour Blindness
1000086797,Sheet Music
1000086798,Peter Abelard
1000086799,Trapezium
1000086800,The Mousetrap
1000086801,Belgium
1000086802,U S A
1000086803,Nottingham Forest
1000086804,Leprosy
1000086805,Salmon
1000086806,Isle of Man
1000086807,Queen Victoria
1000086808,Jimmy Hoffa
1000086809,Sri Lanka
1000086810,The Matterhorn
1000086811,Bank of England
1000086812,Treason
1000086813,Mendelssohn
1000086814,Penguin Books
1000086815,Antelope
1000086816,Spores
1000086817,Copper
1000086818,Dubrovnik
1000086819,Stockholm
1000086820,Apennines
1000086821,Okapi
1000086822,The Titans
1000086823,The Moonstone
1000086824,Fingers or Toes
1000086825,Ade Edmondson
1000086826,Mao Tse Tung
1000086827,Maize
1000086828,Tomatoes
1000086829,Cat
1000086830,New Jersey
1000086831,Clarinet
1000086832,samovar
1000086833,Third
1000086834,Dr. No
1000086835,Borsetshire
1000086836,J. B. Priestley
1000086837,Kidnapped
1000086838,Norwich City
1000086839,cricket
1000086840,Ferrari
1000086841,Twycross
1000086842,David
1000086843,The Proclaimers
1000086844,male falcon
1000086845,Terence Rattigan
1000086846,Wilma Flintstone
1000086847,Umbrella
1000086848,snake
1000086849,Orlov
1000086850,thirteen
1000086851,Huddersfield
1000086852,New Zealand
1000086853,Leinster
1000086854,Magellan
1000086855,Oliver
1000086856,Chalkie White
1000086857,Wales
1000086858,Genoa
1000086859,mumps
1000086860,Agnes
1000086861,Princess Beatrice
1000086862,1979
1000086863,Smith
1000086864,Nasser
1000086865,Lighthouse Family
1000086866,victory
1000086867,Canterbury
1000086868,Terpsichore
1000086869,Ginger Rogers
1000086870,puma
1000086871,Paris
1000086872,Leo
1000086873,Duarte
1000086874,Shylock
1000086875,James Bolam
1000086876,Scamper
1000086877,lithium
1000086878,ear
1000086879,snake
1000086880,tangent
1000086881,Pirates of the Caribbean
1000086882,Austin Powers
1000086883,The Land of Nod
1000086884,Falstaff
1000086885,Glasgow
1000086886,Fez
1000086887,Noddy
1000086888,Bouncing Bomb
1000086889,Steerpike
1000086890,Oliver McCall
1000086891,Australia
1000086892,Cloves
1000086893,Blue
1000086894,Republic of Ireland
1000086895,Cold Comfort Farm
1000086896,The God Particle
1000086897,Grace and Favour
1000086898,Mahler
1000086899,Delphinium
1000086900,Bombay Duck
1000086901,Huntingdonshire
1000086902,Kitsch
1000086903,Coup de Grace
1000086904,Order of Merit
1000086905,Harold Macmillan
1000086906,Order of the Garter
1000086907,Potassium
1000086908,Smokey Robinson
1000086909,Jimmy Ruffin
1000086910,Four Tops
1000086911,South-East Iceland
1000086912,Munster
1000086913,Aberystwyth
1000086914,Pentland Firth
1000086915,James Fenimore Cooper
1000086916,Sunday Schools
1000086917,Aphrodite
1000086918,Porridge
1000086919,Halloween
1000086920,Dates
1000086921,Lord Byron
1000086922,Montmorency
1000086923,Marc Bolan
1000086924,Hat
1000086925,The Gordon Riots
1000086926,Gresham’s Law
1000086927,Yarra
1000086928,Kenny Everett
1000086929,Torrens
1000086930,Hedge Sparrow
1000086931,Santo Domingo
1000086932,ROSEMARY
1000086933,NESSUN DORMA
1000086934,KAISER CHIEFS
1000086935,MARCH
1000086936,PAUL O’GRADY
1000086937,CHARLES
1000086938,IT’S A SQUARE WORLD
1000086939,I TOLD YOU I WAS ILL
1000086940,BRIGHTON
1000086941,WORCESTERSHIRE
1000086942,ROCKY MARCIANO
1000086943,DR. WATSON
1000086944,FATTY ARBUCKLE
1000086945,FRANK L. BAUM
1000086946,MELLING Road
1000086947,17
1000086948,WITNEY
1000086949,Vladimir PUTIN
1000086950,GRAFFITO
1000086951,1930
1000086952,TORTOISE
1000086953,SQUASH
1000086954,FAMOUS GROUSE
1000086955,HEART
1000086956,SEBASTIAN
1000086957,JOHN BUCHAN
1000086958,C
1000086959,PETER GRIMES
1000086960,COMMUNITY CHEST
1000086961,CHITTY CHITTY BANG BANG
1000086962,CINDERELLA
1000086963,BOYHOOD
1000086964,ALL ABOUT EVE
1000086965,LIZ DAWN
1000086966,PETER NOONE
1000086967,UGANDA
1000086968,ASUNCION
1000086969,JOAN PLOWRIGHT
1000086970,THE CHASE
1000086971,MORPHINE
1000086972,WARREN HASTINGS
1000086973,WILLIAM OF WYKEHAM
1000086974,NINE
1000086975,HOLY TRINITY
1000086976,Eamon DE VALERA
1000086977,ISLE OF MAN
1000086978,A MARK
1000086979,MAMMA MIA
1000086980,NORWAY
1000086981,Bedloe’s Island
1000086982,Bleeding to Death
1000086983,Slip of the tongue
1000086984,Forest of Arden
1000086985,Pig
1000086986,Zen
1000086987,Passion
1000086988,The Seychelles
1000086989,Jacques Delor
1000086990,Durham
1000086991,Gloucester
1000086992,Han Solo
1000086993,Maggie Smith
1000086994,The Railway King
1000086995,Aesop
1000086996,Leaning Tower of Pisa
1000086997,Abbey Road
1000086998,Wisdom Teeth
1000086999,Marianne
1000087000,Formicary
1000087001,Bells
1000087002,Momentum
1000087003,Formic Acid
1000087004,Portugal
1000087005,Caucasus
1000087006,Rhodes
1000087007,Rheims
1000087008,Israel
1000087009,Sigmund Freud
1000087010,Shiraz
1000087011,Vodka
1000087012,Deliverance
1000087013,Librarian
1000087014,Odin
1000087015,George Melly
1000087016,Shofar
1000087017,Alexandra Burke
1000087018,Brandon Flowers
1000087019,The Two Ronnies
1000087020,Post-Impressionists
1000087021,Medici
1000087022,Velasquez
1000087023,Coca Cola
1000087024,Green
1000087025,Mantle
1000087026,Southey
1000087027,Acting
1000087028,The Son of a Preacher Man
1000087029,Grimaldi
1000087030,Scut
1000087031,Washington
1000087032,Sir John Moore
1000087033,Cassowary
1000087034,Goldfish
1000087035,The River Danube
1000087036,The French Lieutenant’s
1000087037,Australia
1000087038,Rimsky-Korsakov
1000087039,St James
1000087040,South Africa
1000087041,Johann Strauss
1000087042,Ear Wax
1000087043,Private Detective
1000087044,Told
1000087045,Fold
1000087046,Cold
1000087047,Hattie Jacques
1000087048,Diana Dors
1000087049,Nessa Jenkins
1000087050,Coliseum
1000087051,Walker's
1000087052,Halon
1000087053,Samuel Johnson
1000087054,Stephen Sondheim
1000087055,Wolverhampton
1000087056,Glasgow
1000087057,Berlin
1000087058,Brussels
1000087059,HMS Amethyst
1000087060,Ruby
1000087061,Granada
1000087062,Tottenham Hotspur
1000087063,Skinheads
1000087064,Parka
1000087065,Charlotte
1000087066,Challenger
1000087067,Centre of the Earth
1000087068,1600 Pennsylvania Ave
1000087069,Clause IV
1000087070,Fifth
1000087071,1930s
1000087072,State Registered Nurse
1000087073,Mary
1000087074,Latin
1000087075,Dealey Plaza
1000087076,Osborne House
1000087077,Elizabethan Reggae
1000087078,Brigadoon
1000087079,Matlock
1000087080,Customs
1000087081,Stromboli
1000087082,Brindisi
1000087083,HMS Hampshire
1000087084,The European
1000087085,Crypt-Kickers
1000087086,Jack The Ripper
1000087087,Pandar
1000087088,Quai D'Orsay
1000087089,Huguenots
1000087090,Cambridgeshire
1000087091,Korea
1000087092,Car 54
1000087093,Callaghan
1000087094,Salisbury
1000087095,Majorca
1000087096,Bikini
1000087097,Lion
1000087098,Victor
1000087099,Olive
1000087100,Cabbage Patch Kids
1000087101,Richard Hannay
1000087102,Stan Barstow
1000087103,Benny Hill
1000087104,Ions
1000087105,Sumatra
1000087106,Eccles
1000087107,The Simpsons
1000087108,Chuck Yeager
1000087109,Freddy Laker
1000087110,Rowing
1000087111,Daisy
1000087112,Isle of Wight
1000087113,Fish
1000087114,August
1000087115,Absinthe
1000087116,Harold Wilson
1000087117,Swan Upping
1000087118,Blacksmiths
1000087119,Campanile
1000087120,Jeremy Bentham
1000087121,Odysseus
1000087122,Midas
1000087123,Bob Dylan
1000087124,University Boat Race
1000087125,Diving
1000087126,Heat
1000087127,Gold
1000087128,Burma
1000087129,Switzerland
1000087130,Ronald Reagan
1000087131,Greta Garbo
1000087132,Aristotle Onassis
1000087133,Rhode Island
1000087134,King John
1000087135,Goats
1000087136,Skein
1000087137,Pupa
1000087138,Elizabeth I
1000087139,Queen Anne
1000087140,Stephen Foster
1000087141,Heineken
1000087142,Ivor Novello
1000087143,County Cork
1000087144,Animal Farm
1000087145,Jim Bowen
1000087146,Sir THOMAS MORE
1000087147,STAFFA
1000087148,GOLDA MEIR
1000087149,CROISSANT
1000087150,LEV
1000087151,UKRAINE
1000087152,KRONA
1000087153,KEIRIN
1000087154,GREAT AUKS
1000087155,F. SCOTT FITZGERALD
1000087156,John KEATS
1000087157,PRUNELLA SCALES
1000087158,OPERATION OVERLORD
1000087159,BARACK OBAMA
1000087160,DEAR FATTY
1000087161,MARY
1000087162,Samuel BECKETT
1000087163,JACKAL
1000087164,WINNIE THE POOH
1000087165,DORCHESTER
1000087166,GONORRHEA
1000087167,HANS HOLBEIN
1000087168,RONALD REAGAN
1000087169,TINA TURNER
1000087170,SODIUM SULPHATE
1000087171,HENRY HIGGINS
1000087172,AUTOMATIC NUMBER PLATE
1000087173,ROBERT FALCON
1000087174,95
1000087175,JOAN FONTAINE
1000087176,PISCES
1000087177,BECKY THATCHER
1000087178,King GEORGE VI
1000087179,MIDNIGHT COWBOY
1000087180,GERANIUMS
1000087181,ANDREW Loog OLDHAM
1000087182,TENCH
1000087183,WORCESTER
1000087184,MARIANNE FAITHFULL
1000087185,SIGOURNEY WEAVER
1000087186,Fuerteventura
1000087187,Bird
1000087188,Spanish Armada
1000087189,Tiramasu
1000087190,Zero Dark Thirty
1000087191,Work
1000087192,Rhode Island
1000087193,Impressionist
1000087194,Berlioz
1000087195,Wagner
1000087196,Thunderball
1000087197,Madonna
1000087198,Lakshmi
1000087199,February
1000087200,Thyroid
1000087201,Carbohydrates
1000087202,California
1000087203,Vin de Pays
1000087204,Sable
1000087205,A Wind
1000087206,Canals
1000087207,Aldous Huxley
1000087208,Shrunk the Kids
1000087209,Fox
1000087210,Onions
1000087211,Cymbal
1000087212,Friesian
1000087213,Carry On Up The Khyber
1000087214,Worcester
1000087215,Lamb
1000087216,The Hop Plant
1000087217,Phileas Fogg
1000087218,Mathematics
1000087219,Berlin Wall
1000087220,World War I
1000087221,Unforgiven
1000087222,Dances With Wolves
1000087223,Wernham Hogg
1000087224,Bloody Mary
1000087225,Beer
1000087226,Massachusetts
1000087227,Peter Lawford
1000087228,Robbie Burns
1000087229,Colonel
1000087230,Brigadier
1000087231,Holman Hunt
1000087232,Colchester
1000087233,Sir Tony Robinson
1000087234,Medina
1000087235,Beaver Scouts
1000087236,Llandudno
1000087237,Germany
1000087238,Port Vale
1000087239,Brentford
1000087240,County Donegal
1000087241,Noo-noo
1000087242,Liverpool University
1000087243,Sheffield
1000087244,Cattle Grid
1000087245,Spain
1000087246,Box and Cox
1000087247,Ireland
1000087248,Seattle
1000087249,Glass
1000087250,Nigeria
1000087251,"and, or or nor"
1000087252,Peter Capaldi
1000087253,Pedals
1000087254,Northumbria
1000087255,Æthelstan
1000087256,Jackie Robinson
1000087257,Field of Dreams
1000087258,Monegasque
1000087259,Mumford and Sons
1000087260,Czech Republic
1000087261,Carpathians
1000087262,The Iliad
1000087263,Troilus and Cressida
1000087264,Guitar
1000087265,Nahum Tate
1000087266,Mary had a little lamb
1000087267,Meniscus
1000087268,Plasma
1000087269,HYDROCHLORIC
1000087270,OUTLAWS
1000087271,GERALD FORD
1000087272,JAMES BECK
1000087273,Dr. FU MANCHU
1000087274,CDU
1000087275,OMC
1000087276,BILLY MITCHELL
1000087277,GYMNASTICS
1000087278,JENNIFER ECCLES
1000087279,SEVERN BRIDGE
1000087280,GERMANY
1000087281,Sir ISAAC NEWTON
1000087282,DINGLEY DELL
1000087283,CHESTER
1000087284,CLEMENT C. MOORE
1000087285,ENGLAND
1000087286,BRING UP MY POST
1000087287,Veracruz
1000087288,NAMIBIA
1000087289,The TIN
1000087290,GLAMORGAN
1000087291,LOUIS WASHKANSKY
1000087292,HUGH LOFTING
1000087293,PORTUGAL
1000087294,TUNGSTEN
1000087295,CROQUET
1000087296,T.S. ELIOT
1000087297,DEUTERONOMY
1000087298,BLITZEN
1000087299,Zane LOWE
1000087300,KILMARNOCK
1000087301,VERMONT
1000087302,Peter Paul RUBENS
1000087303,MAX
1000087304,Ralph VAUGHAN WILLIAMS
1000087305,1936
1000087306,DUTCH
1000087307,SQUINT
1000087308,HENRY I
1000087309,BLACKBIRD
1000087310,OAK
1000087311,CARRY ON SERGEANT
1000087312,Maureen LIPMAN
1000087313,WINDS OF WAR
1000087314,CELLO
1000087315,CALIFORNIA
1000087316,ALASKA
1000087317,BEARDS
1000087318,PUMPKIN
1000087319,TAXIDERMY
1000087320,Dick CHENEY
1000087321,YORK
1000087322,Theravada BUDDHISM
1000087323,YELLOW
1000087324,ST JAMES`S Park
1000087325,THE ROBE
1000087326,"I, said the FLY, with my little eye"
1000087327,CORNWALL
1000087328,ANGKOR WAT
1000087329,DROWNED
1000087330,CAMBRIDGE
1000087331,TAMIL NADU
1000087332,COPENHAGEN
1000087333,ROCKET MAN
1000087334,David ESSEX
1000087335,DON
1000087336,MOZAMBIQUE
1000087337,Rick STEIN
1000087338,MONKEY
1000087339,Cliff RICHARD
1000087340,SOUTH DAKOTA
1000087341,BIRD
1000087342,COVENT GARDEN
1000087343,Elizabeth FRY
